微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JqwdKFepR,好家伙我直接好家伙！台湾在一本正经讨论大陆战机“投诚”问题 共青团中央的微博视频  ,,无,无,无,2020-10-23 14:54,微博视频号,6940,453,1098
JqvRYgnJ1,战士们一个个在雪坑里，枪朝着公路。“我们从那过，他不动，我就扒拉扒拉看，都硬了……”共青团中央的微博视频 #致敬抗美援朝#  ,,无,无,无,2020-10-23 14:00,微博视频号,5697,789,587
JqvoU31yM,【#抗美援朝那些人儿#，我们从未忘记】“小的时候，常听爷爷，讲的那些人儿；年少如我，哪知他们，付出了些什么……”如今终于明白他们，为的是什么。你们的守护，已经开出鲜花。你可知道，我们很想你呀～20集《抗美援朝保家卫国》大量珍贵影像曝光，一起#致敬抗美援朝#↓↓共青团中央的秒拍视频  ,,无,"http://gslb.miaopai.com/stream/Rr0KTJTyq2lQ6cfVkHOBrQ0VPLf4mCdvFUESew__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1622489336&ssig=YzTJuBVlVj&KID=unistore,video",无,2020-10-23 12:48,微博视频号,3232,993,619
JquHFBbu1,现在中国人民已经组织起来了，是惹不得的。如果惹翻了，是不好办的！#致敬抗美援朝#  #抗美援朝那些人儿#  原图 ,,http://wx2.sinaimg.cn/large/004isIazly1gjz4ggryscj60zm1e045s02.jpg,无,无,2020-10-23 11:02,无,9152,1201,841
JquDYFaKf,“西方侵略者几百年来只要在东方一个海岸上架起几尊大炮，就可霸占一个国家的时代是一去不复返了”！#致敬抗美援朝# #抗美援朝那些人儿# 人民日报的微博视频  ,,无,"http://f.video.weibocdn.com/6slNocTHlx07HqmPSqLm01041200gGVo0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622489337&ssig=7FXb0dfQmp&KID=unistore,video",无,2020-10-23 10:53,微博视频号,3522,463,298
JquuMDP8e,【今日霜降，告别秋天】①7时，迎来霜降；②三物候：豺乃祭兽、草木黄落、蛰虫咸俯；③此时节是秋季最后的节气，天气将由凉转寒，需防寒防燥；④此时节，草木泛黄，“千树扫作一番黄”的晚秋值得观赏；⑤民俗：吃柿子、桑菊、登高远眺、进补等。秋将逝，冬将至，你又如何迎接冬天呢？大话熹游的秒拍视频                                 ,,无,"http://gslb.miaopai.com/stream/YJpsZhcK99FrT5f9cK3pXdtUda4hA1VNRa5MDg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1622489344&ssig=6nCD%2BYZGJq&KID=unistore,video",无,2020-10-23 10:30,微博视频号,415,263,112
Jqu5UvIlP,国防部回应美国批准售台武器：如果美方执意妄为，中方必将坚决回击！  原图 ,,http://wx2.sinaimg.cn/large/004isIazly1gjz0g8ogk0j60u01bk46h02.jpg,无,无,2020-10-23 09:29,无,3460,311,500
JqpSYwwZ7,最近你的家乡有哪些令人惊奇的变化？#团团卧谈会##团团看家乡#  原图 ,,http://wx1.sinaimg.cn/large/004isIazly1gjyhvd2zhkj60zk0ivaby02.jpg,无,无,2020-10-22 22:46,无,603,69,355
JqpkijjJU,【“他们不再是同一批中国人了！”一场“换了人间”的青春之战】哪怕是死，也要高傲地耸立在阵地上；哪怕流尽最后一滴血，也要朝着冲锋的方向，究竟是怎样的力量让美军感叹“他们不再是同一批中国人了！”？ “他们不再是同一批中国人了！”一场“换了人间”的青春之战  ,,无,无,无,2020-10-22 21:21,微博 weibo.com,2758,745,268
Jqpio6viJ,【学习！18个实用PPT演讲技巧】①10-20-30原则：PPT不超10张，演讲不超20分钟，字体大于30号 ②有趣些 ③放慢速度 ④眼神交流 ⑤15个词总结想法 ⑥不要读幻灯片 ⑦可加入小故事……18个实用PPT演讲技巧，答辩、考试、工作总结、升职都用得上！   [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/004isIazly1gjyf9gozmuj60j60uuwk002.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjyf9gyxrwj60j60uutdz02.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjyf9h99xoj60j60uujws02.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjyf9hh958j60j60uuwkd02.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjyf9hseddj60j60uu0yo02.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjyf9i559xj60j60uute302.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjyf9ig06ej60j60uugqk02.jpg,http://ww4.sinaimg.cn/large/004isIazly1gjyf9jazk9j60j60uujwo02.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjyf9k3k0aj60j60uu78l02.jpg",无,无,2020-10-22 21:16,无,674,413,122
JqoFkvLgc,【美食马里奥，让食物跑起来！】尼泊尔大量家庭妇女没有经济收入，结果在家做饭也能赚钱！一起来听听#亚太青年扶贫故事会# 罗希特·蒂瓦里的故事，他搭建了一个家庭厨师的平台“美食马里奥”，致力于解决贫苦妇女就业问题！罗希特还表示：“纵观中国的现状及其发展趋势，我们不难发现他们的前进方向是正确的。”共青团中央的秒拍视频                                 ,,无,"http://gslb.miaopai.com/stream/4AYDGePpCZrXtOTmGvngzQZ1k-XVl4hs16-Klg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&Expires=1622489353&ssig=wTAEViyORV&KID=unistore,video",无,2020-10-22 19:40,微博视频号,353,63,55
JqoiFdBRp,“难得举城作一庆，爱我人民爱我军。”习近平这样锻造坚如磐石的军民关系！  [组图共6张] 原图 ,,"http://ww1.sinaimg.cn/large/004isIazly1gjyauvdb5hj60rs15ou0x02.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjyauxi03rj60rs15ou0x02.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjyav3821vj60rs15ox6p02.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjyav63em2j60rs15ou0x02.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjyav8mkqoj60rs15ou0x02.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjyavbrod2j60rs15ox6p02.jpg",无,无,2020-10-22 18:44,无,1355,164,128
JqnUBurWg,【岸边英魂  高山忠骨】多年后，毛泽东也向自己青年时代的好友周士钊谈了为什么要送毛岸英上前线，他说：你说我不派他去，他就不会牺牲，这是可能的。但你想一想，我作为党中央的主席，作为一个领导人，自己有儿子，不派他去抗美援朝、保家卫国，又派谁的儿子去呢？…… 岸边英魂 高山忠骨  ,,无,无,无,2020-10-22 17:45,微博 weibo.com,14665,2020,1235
Jqnv8mMxk,“他们要打多久就打多久，一直打到完全胜利！”毛主席这番话至今听来仍让人热血沸腾！#致敬抗美援朝# （人民日报） 共青团中央的微博视频  ,,无,"http://f.video.weibocdn.com/YMNy7dATlx07Hpbz6hiU010412003cTo0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1622489355&ssig=kK7rwQpmWy&KID=unistore,video",无,2020-10-22 16:42,微博视频号,20732,2576,1421
JqmYvqtrS,【#外交部对美国生物实验室七连问#】针对美国在世界多地建设生物实验室，外交部发言人赵立坚21日发出“七连问”：美国为何满世界建设如此之多的生物实验室？为什么要以军方为主导？目的是什么？美国从相关国家攫取了多少敏感生物资源和信息？实验室是否符合安全标准？是否存在泄漏隐患？为什么十几年来美国独家反对《禁止生物武器公约》核查议定书？这些问题只有美国政府能回答！  央视军事的微博视频                                 ,,无,无,无,2020-10-22 15:21,微博视频号,1305,150,90
Jqma8og3y,【我做你的拐杖！这一幕，很暖】近日，山东一小学一段视频感动无数网友。视频中，10岁少年刘航铄躬身，撑起因腿脚不便而摔倒的同学小超。据悉，刘航铄从一年级就主动当小超的“拐杖”，校园里，总能看到两人缓缓前行的身影，已经坚持了四年。少年，好样的！ 青春山东的微博视频  ,,无,"http://f.video.weibocdn.com/eyVtpJRNlx07HoGbyO6401041200kJmy0E010.mp4?label=mp4_hd&template=640x360.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622489369&ssig=t3UEXbUk6s&KID=unistore,video",无,2020-10-22 13:17,微博视频号,1591,191,233
JqlOomcio,【看哭！#南仁东办公室门口放着一捧花#】@猫又又双叒叕：路过南仁东老师的办公室，门口放着一捧花……人民从未忘记人民网的微博视频  ,,无,"http://f.video.weibocdn.com/DwrLMMfxlx07HoL06xaU0104120017Pu0E010.mp4?label=mp4_hd&template=576x1024.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1622489369&ssig=wvcDy8ILBe&KID=unistore,video",无,2020-10-22 12:24,微博视频号,4639,292,217
Jqlp19clO,震惊！台湾发现歼-20隐形重大漏洞！  原图 ,,http://wx4.sinaimg.cn/large/004isIazly1gjxy2oliz7j60zk0lpk6r02.jpg,无,无,2020-10-22 11:21,微博 weibo.com,50258,4447,3541
JqkRk70XN,【怀念！绝世名旦梅兰芳】今天，京剧大师#梅兰芳诞辰126周年#。自10岁登台，他便将人生托付给了戏：《贵妃醉酒》《霸王别姬》《游园惊梦》……抗战时期，他蓄须明志，不为敌伪演出；1945年抗战胜利，他才重返舞台。致敬！@央视新闻  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/004isIazly1gjxvofmuq0j60890ahwew02.jpg,http://ww4.sinaimg.cn/large/004isIazly1gjxvofvabqj609i0aq0ti02.jpg,http://ww4.sinaimg.cn/large/004isIazly1gjxvog1h6zj608e0bwmxq02.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjxvog4vsgj60bn0fo3zf02.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjxvogjaivj608c0av74v02.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjxvognijlj60en0iqtai02.jpg,http://ww4.sinaimg.cn/large/004isIazly1gjxvogtzotj60av0fxt9t02.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjxvogz7uyj60850b9wf502.jpg,http://ww4.sinaimg.cn/large/004isIazly1gjxvoh3tq5j60j60czdhl02.jpg",无,无,2020-10-22 09:58,无,2839,393,285
JqksxfGUs,【志愿军抗美援朝出国作战70周年纪念章，向英雄致敬！】今年是中国人民志愿军抗美援朝出国作战70周年，中共中央、国务院、中央军委向参加抗美援朝出国作战的、健在的志愿军老战士老同志等颁发“中国人民志愿军抗美援朝出国作战70周年”纪念章。致敬保卫和平的英雄们，#致敬抗美援朝#！  原图 ,,http://wx3.sinaimg.cn/large/004isIazly1gjxtwv4yb8j60u011i45z02.jpg,无,无,2020-10-22 08:57,无,2362,514,421
JqglCw5So,有哪些道理是你长大之后才恍然大悟却为时已晚的？#团团卧谈会#  原图 ,,http://wx1.sinaimg.cn/large/004isIazly1gjxbrf8259j60m80m8dhg02.jpg,无,无,2020-10-21 22:29,无,2315,122,636
JqfS32QgN,旋转手机，一起欣赏东风-17的英姿！（中国军网）  [组图共11张] 原图 ,,"http://ww4.sinaimg.cn/large/004isIazly1gjx8kwe4ohj60u0190noz02.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjx8kxa7m3j60u0190tr302.jpg,http://ww4.sinaimg.cn/large/004isIazly1gjx8ky86eoj60u0190nhx02.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjx8kywup3j60u01eih8f02.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjx8kznwiyj60u01937rp02.jpg,http://ww4.sinaimg.cn/large/004isIazly1gjx8l0pm6zj60u01904qp02.jpg,http://ww4.sinaimg.cn/large/004isIazly1gjx8l1pje9j60u01937tg02.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjx8l3mdrmj60u0193tx302.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjx8l561tij60u01901kx02.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjx8l5xa4cj60u0190b0v02.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjx8l79bqgj60u019uatu02.jpg",无,无,2020-10-21 21:16,无,3379,494,535
JqfrtkH7g,【马克思主义理论家周新城教授，永远离开了】《讣告》中国共产党的优秀党员，我国杰出的经济学家、马克思主义理论家、教育家，苏联东欧问题研究泰斗，著名马克思主义政治经济学、科学社会主义与国际共产主义运动、中华人民共和国史研究专家，全国教育系统劳动模范、北京市优秀教师，中国人民大学首批一级教授、荣誉一级教授、博士生导师，中国人民大学研究生院原院长（副校级）、原苏联东欧研究所所长周新城同志，因病医治无效，于2020年10月20日19时27分在北京逝世，享年86岁。周新城教授的一生，是为共产主义事业拼搏奋斗的一生，是为马克思主义理论教学与研究事业砥砺前行的一生，是为中国人民大学的建设与发展事业呕心沥血的一生，是忧国奉公、精研学术、立德树人、捍卫真理的一生。他的逝世，是中国人民大学和中国马克思主义理论学界的重大损失！云山苍苍，江水泱泱，先生之风，山高水长。周新城教授虽然离开了我们，但是他为党育人、为国育才的立场，追求真理、敢于亮剑的精神，淡泊率真、不求名利的风范，将永远激励我们前行！需要特别说明的是，由于目前北京市疫情防控形势对于殡仪馆遗体告别仪式聚集人数有严格限制，同时遵从周新城教授个人丧事从简的遗愿，拟定于近期在八宝山殡仪馆举行小范围的遗体告别仪式，告别家人和生前友好。凡有关团体和个人致唁电、唁函、花圈、挽联者，请与周新城教授治丧委员会办公室联系。敬请大家谅解。周新城教授千古！周新城教授治丧委员会2020年10月21日（来源：中国人民大学） 马克思主义理论家周新城教授，永远离开了                                 ,,无,无,无,2020-10-21 20:11,微博 weibo.com,1924,308,266
JqfbYpkhq,【习近平：要崇尚英雄、学习英雄、关爱英雄】在中国人民志愿军抗美援朝出国作战70周年之际，习近平给四川省革命伤残军人休养院全体同志回信，向他们致以诚挚的问候。习近平表示，全党全社会要崇尚英雄、学习英雄、关爱英雄，汇聚实现中华民族伟大复兴的磅礴力量。#致敬抗美援朝#  原图 ,,http://wx3.sinaimg.cn/large/004isIazly1gjx51bf8tyj60tw2z41kx02.jpg,无,无,2020-10-21 19:33,无,1567,255,151
JqeNyji7T,【#超速别车泼咖啡车主获刑3个月#】21日上午，发生在北京的“驾车超速别车泼咖啡案”宣判，泼咖啡车主涉危险驾驶罪罪名成立，一审被判拘役3个月。在这里也要提醒大家谨慎驾驶不要“路怒”哦，遇类似情况也要及时依法处理。“驾车超速别车泼咖啡案”当庭宣判 车主涉危险驾驶罪获刑3个月 沸点视频的微博视频  ,,无,"http://f.video.weibocdn.com/PCux6rv0lx07Hnc1YxDG01041200ebbP0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622489378&ssig=M07wKHhhN4&KID=unistore,video",无,2020-10-21 18:32,微博视频号,857,83,134
JqeknAL8D,台“外事部门”负责人吴钊燮：欺负善良的台湾（via：@今日海峡） 共青团中央的微博视频  ,,无,无,无,2020-10-21 17:21,微博视频号,2242,111,378
JqdSUkzL0,“有我们党员在，扶贫的阵地不会丢！”#张桂梅不是中国特蕾莎#共青团中央的微博视频  ,,无,无,无,2020-10-21 16:13,微博视频号,4890,765,321
JqdIU8BCj,【日本核废水比中国生活用水还安全？那请“日吹”先干为敬】日本决定向太平洋排核废水的消息公布后，一些“日吹”文章把“日本要把100万吨核废水倒入太平洋”直接定性为谣言，甚至叫嚣日本的核废水比“某些国家”的生活用水还安全。真相如何呢？ 日本核废水比中国生活用水还安全？那请“日吹”先干为敬！  ,,无,无,无,2020-10-21 15:48,微博 weibo.com,7934,1137,684
Jqd4aAoLe,【#抗美援朝老战士哽咽背诵战地诗#】“你留一只胳膊，他留一个耳朵，我留下一只脚……我是我，也不是我。我的身躯属于我，我的生命属于人民。”#致敬抗美援朝#  解放军报的微博视频  ,,无,"http://f.video.weibocdn.com/kDunPHKplx07HmdbsnU401041200Gowb0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=d8257cc71422c9ad30fe69ce9523c87b&Expires=1622489382&ssig=%2FBK%2FsLXHso&KID=unistore,video",无,2020-10-21 14:08,微博视频号,1558,357,225
JqcfdoCJP,#张桂梅不是中国特蕾莎#，她是共产党员。  [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/004isIazly1gjwtnbmf8rj60j62xxqfp02.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjwtnc1090j60pp3mhh1g02.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjwtnciyksj60u00man3c02.jpg",无,无,2020-10-21 12:02,无,56758,6526,2091
JqbFx77Gd,【单曲循环！志愿军老英雄合唱《我的祖国》】原志愿军第39军117师王成信，85岁原志愿军铁道兵4师章成志，88岁原志愿军第46军136师程茂友，90岁原志愿军暂编汽车44团杨殿生，88岁原志愿军铁道兵第3师关大局，87岁原志愿军老战士金朋玲，90岁原志愿军后勤2分部吴晓岚，86岁原志愿军第38军114师刘振山，95岁原志愿军第50军149师吕品，96岁原志愿军102师王福春，86岁…………70年后，他们放声歌唱《我的祖国》，向所有抗美援朝的英雄致敬！向伟大抗美援朝精神致敬！#致敬抗美援朝# 中国搜索的微博视频                                 ,,无,"http://f.video.weibocdn.com/004y6oPTgx07HlZsMyxa01041200NDi10E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=d8257cc71422c9ad30fe69ce9523c87b&Expires=1622489389&ssig=dbYyK%2FRHc0&KID=unistore,video",无,2020-10-21 10:34,微博视频号,1987,545,321
Jqbj1wB4q,【浙江绍兴新冠疫苗面向社会开放】近日，浙江绍兴秋冬季新冠疫苗紧急接种须知发布，疫苗接种预约登记网络平台也向社会开放。①疫苗接种分为2剂次，推荐间隔28天，年龄18-59周岁；②价格为200元/支（瓶），另收取接种服务费每剂次28元；③疫苗紧急接种对象分为重点保障对象（医务人员、卫生防疫人员等）、重点推荐对象（公共场所服务人员等）和一般对象（自愿接种的其他人群）。 央视新闻的微博视频                                 ,,无,"http://f.video.weibocdn.com/iFJMcMB0lx07HmnpexdS01041200aKA90E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622489397&ssig=2p6IgvqmFW&KID=unistore,video",无,2020-10-21 09:39,微博视频号,1005,226,236
Jq77TiBgP,大家小时候做过哪些蠢萌的事呀#团团卧谈会#  原图 ,,http://wx4.sinaimg.cn/large/004isIazly1gjw51homkhj60u00u0gq302.jpg,无,无,2020-10-20 23:01,微博 weibo.com,2012,138,794
Jq6JwqowJ,【好消息！今年年底我国疫苗产能或达6.1亿剂，定价在大众可接受范围】国家卫生健康委科技发展中心主任郑忠伟介绍，预计今年年底我国疫苗的产能能达到6.1亿剂。明年我国新冠疫苗的年产能，将在此基础上有效扩大，切实满足我国以及全球其他国家对中国新冠疫苗的需求。http://t.cn/A6b8Zz48   ,,无,无,无,2020-10-20 22:01,无,1561,297,321
Jq6lBEF0D,【#福奇家人遭死亡威胁# 出门锻炼带保镖】当地时间10月18日，美国抗疫专家福奇博士在接受美国媒体CBS《60分钟》采访时表示，自己及家人均受到了死亡威胁。因为发布拯救生命的公共卫生信息，招致了一些人对他的仇恨，甚至需要联邦特工来保证人身安全。国际在线新闻的微博视频  ,,无,"http://f.video.weibocdn.com/iy1KWsCvlx07HlO2mkNG010412007KeR0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622489398&ssig=Zh1zQfpamW&KID=unistore,video",无,2020-10-20 21:02,微博视频号,1566,169,192
Jq5UG6TDK,【注意！#日本召回775万瓶儿童感冒糖浆# 国内电商有售】近日，由于#日本儿童感冒药出厂前未完成质检#，宣布大规模召回约775万瓶。这款感冒药在日本本土和海外都很受欢迎，目前国内电商平台仍有销售。此次召回对象是保质期在今年10月到2023年7月间的产品，注意核对产品保质期！央视频的微博视频                                  ,,无,"http://f.video.weibocdn.com/RbVO8JbUlx07HkEErXOg01041200VajM0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622489405&ssig=L56DUHIP%2BE&KID=unistore,video",无,2020-10-20 19:55,微博视频号,1501,214,173
Jq5nh2SeW,【秋招进行时！转存#2020年秋招实用攻略#】天气渐凉，秋招季也如约而至。对应届毕业生而言，秋招是不容错过的机会，你做好准备了吗？一份优秀的简历有哪些原则？#秋招线上面试怎么准备#？如何调整自己的心态？需要警惕哪些招聘陷阱？转给需要的小伙伴！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/004isIazly1gjvzbd3ap3j60m80rd77i02.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjvzbdhu9gj60m80rhwgt02.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjvzbdrz4bj60m812j0wl02.jpg,http://ww4.sinaimg.cn/large/004isIazly1gjvzbe3sq1j60m812jwj702.jpg,http://ww2.sinaimg.cn/large/004isIazly1gjvzbejzp4j60m80uatcl02.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjvzbeud6fj60m80vaae202.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjvzbf5pyyj60m80rvdj502.jpg,http://ww1.sinaimg.cn/large/004isIazly1gjvzbffc90j60m8101q7302.jpg,http://ww3.sinaimg.cn/large/004isIazly1gjvzbgl71bj60m812jaf102.jpg",无,无,2020-10-20 18:33,无,495,209,88
Jq4YXpzuX,【你的专业，够秀吗？】“你学计算机的？正好我笔记本坏了……”“你学考古的？经常挖坟吗？”“你学市场营销的？毕业以后干推销吗？”你是否也曾这样被别人问过？来吧，2020#校园专业秀#活动今天启动啦~带上你的创意视频，秀出青春的风采！@凤凰网共青团中央的秒拍视频  ,,无,"http://gslb.miaopai.com/stream/EN2N7wlvn4Je4Klsd5A5Yn0eYIpUlPsm496WNA__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1622489414&ssig=gAM%2BKUJiSW&KID=unistore,video",无,2020-10-20 17:33,微博视频号,1456,223,437
Jq4GOdRH4,【抗美援朝卫生指导员：战士们都不喊疼】18岁入伍，1950年11月入朝参战，如今已88岁的余帼华回忆：“病人都不喊疼，很多战士都说药不要用在我身上，用在伤更重的人身上。”#致敬抗美援朝#，我们从未忘记！ 青年说的微博视频  ,,无,"http://f.video.weibocdn.com/BdgNhAjllx07HlCNIvza0104120061Rz0E010.mp4?label=mp4_hd&template=544x960.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1622489415&ssig=6%2BWCeSQyBS&KID=unistore,video",无,2020-10-20 16:48,微博视频号,2350,311,230
Jq49yurz1,【#岳辩越明#：这不是中国！】迪士尼版的《花木兰》在自家流媒体平台上线，中外口碑呈两极分化。他们理解的中国，是真正的中国，还是他们想看到的中国？一起看本期#青年讲师谈#，为你揭晓答案！共青团中央的秒拍视频  ,,无,"http://gslb.miaopai.com/stream/kbGk2tThAMFDw7JwuF67wGCr~PTaewVUQGR-7A__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1622489416&ssig=VY9I5jQmmi&KID=unistore,video",无,2020-10-20 15:26,微博视频号,25964,356,1328
Jq3yy0UmJ,转发！为400多位志愿军烈士“寻亲”！（附烈士登记册）#致敬抗美援朝#    请求转发！为400多位志愿军烈士“寻亲”！（附烈士登记册）  ,,无,无,无,2020-10-20 13:55,无,976,558,178
Jq33m1bkm,【后疫情时代的国际秩序调整与中国周边外交】新冠肺炎疫情引发世界性大灾难、大破坏、大震动，导致国际体系出现“领导缺失”，全球治理机制遭受重创，全球化进程受到冲击，“东升西降”格局加速变化，大国关系面临重组。这些变化给中国周边外交带来了新挑战和新机遇。 后疫情时代的国际秩序调整与中国周边外交  ,,无,无,无,2020-10-20 12:38,微博 weibo.com,611,134,101
Jq2xGbM5S,【志愿军缴获美军团旗当蒸笼布】1950年，抗美援朝战场上，志愿军营部炊事班班长交代战友一个任务：找一块布用来蒸馒头。没想到，战友找到了一块美军“北极熊团”团旗。此战，志愿军首次全歼团建制美军，击毙团长，缴获团旗。此后，美军序列中再无“北极熊团”。 #致敬抗美援朝# 央视国家记忆的微博视频                                 ,,无,"http://f.video.weibocdn.com/lMxs3Hb0lx07Hkl1BSHS010412017GI70E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=d8257cc71422c9ad30fe69ce9523c87b&Expires=1622489423&ssig=SIrZ4YTm9g&KID=unistore,video",无,2020-10-20 11:20,微博视频号,2205,277,239
Jq26ZaW4h,【#黄继光牺牲68周年# 】1953年4月，毛泽东请黄继光的母亲邓芳芝到中南海做客。一位烈士父亲的手和一位烈士母亲的手紧紧握在了一起。毛泽东说：“你失去了一个儿子，我也失去了一个儿子。他们牺牲得光荣，我们都是烈属。” #致敬抗美援朝#   共青团中央的微博视频  ,,无,无,无,2020-10-20 10:15,微博视频号,8997,1512,1057
Jq1Hke4oX,【今天是#黄继光牺牲68周年#】黄继光战友周继成：“我看到黄继光心口上打了几个大洞，浑身是血、泥巴，我一下就哭起来了。你吃了我的血，我要吃你的肉！”周继成激动描述了上甘岭战役中黄继光牺牲后，战友们冲锋向前的激烈场景。#致敬抗美援朝# 中国军视网的微博视频  ,,无,"http://f.video.weibocdn.com/E5kywWydlx07Hb2hWUzm010412014viX0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=d8257cc71422c9ad30fe69ce9523c87b&Expires=1622489425&ssig=u%2F7wJVT4EK&KID=unistore,video",无,2020-10-20 09:11,微博视频号,4289,743,326
Jq1jVFQyk,赵立坚：台湾根本没有什么所谓“外交官”。央视新闻的微博视频  ,,无,"http://f.video.weibocdn.com/npYs3cm5lx07HkC1w7ag0104120068ph0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622489428&ssig=MQm6B7Eh4n&KID=unistore,video",无,2020-10-20 08:14,微博视频号,2073,162,201
JpXBR8cfT,小时候，最喜欢家人出差时带什么回家呢？#团团卧谈会#  原图 ,,http://wx2.sinaimg.cn/large/004isIazly1gjv11dvj71j60m80m8wg702.jpg,无,无,2020-10-19 22:47,无,927,116,595
JpX2QEe8W,习近平：抗美援朝战争的胜利，是正义的胜利、和平的胜利、人民的胜利！#致敬抗美援朝#  央视新闻的微博视频  ,,无,"http://f.video.weibocdn.com/NaQjW8lYlx07HkzY6V2g010412019X9x0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622489429&ssig=5LsD7omyDO&KID=unistore,video",无,2020-10-19 21:21,微博视频号,1920,370,257
JpWD2jtV3,“他们冒死帮助美军，如今被美国关在门外。” （观察者网）  原图 ,,http://wx3.sinaimg.cn/large/004isIazly1gjuwp4x1boj60fc2tbqkx02.jpg,无,无,2020-10-19 20:17,无,3431,335,296
JpVJWmRa6,【新西兰副总理：抱歉了宝贝儿，你跑错地方了】当地时间10月16日，新西兰副总理在记者会上被一名记者问到，“你能给出这种疾病（新冠肺炎）是由某种病毒导致的证据吗？”副总理打断记者提问：“显然这位朋友是在美国上的学。美国已经有22万人（因新冠）病逝，确诊病例都800万了，竟然还有人会说‘地球是平的’，宝贝儿你跑错地方了……” 这视频的秒拍视频                                 ,,无,"http://gslb.miaopai.com/stream/OQKLwHXBGVwj~aH6HhXrMDQ0ptAHEW6cxYITjw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1622489436&ssig=wWVwfb5C%2FI&KID=unistore,video",无,2020-10-19 18:01,微博视频号,1388,141,152
JpVm5a1UU,【深度长文：中华文明五千年不断裂特点的考古学阐释】我们常说中华文明上下五千年，可你知道为什么说中华文明是一脉相承延续不断的吗？今天就让我们跟随考古学专家的脚步一起来看“五千年”而“不断裂”的实锤！ 中华文明五千年不断裂特点的考古学阐释  ,,无,无,无,2020-10-19 17:03,微博 weibo.com,882,340,95
